Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
且據雪竇頌此公案,6,公國,0,0,1,8,0,0
且據雪竇頌此公案,7,公设,0,0,1,8,0,0
且據雪竇頌此公案,8,密跡力士大權神王經偈頌,0,0,1,11,0,0
且據雪竇頌此公案,9,太史公書,0,0,1,8,0,0
且據雪竇頌此公案,10,據此,0,0,2,8,0,0
達磨就中奇特,2,阿浮達磨,0,0,2,6,0,0
達磨就中奇特,3,大乘阿毘達磨集論,0,0,2,8,0,0
達磨就中奇特,4,達磨多羅,0,0,2,4,0,0
達磨就中奇特,5,一字奇特佛頂經,0,0,2,7,0,0
達磨就中奇特,6,阿浮多達磨,0,0,2,6,0,0
達磨就中奇特,7,達拉特,0,0,2,5,0,0
達磨就中奇特,8,眾事分阿毗達達磨論,0,0,2,9,0,0
達磨就中奇特,9,阿浮陀達磨,0,0,2,6,0,0
達磨就中奇特,10,菩提達磨,0,0,2,6,0,1
千句萬句一時透,1,萬紫千紅春永在 一年四季花常開,0,0,3,15,0,0
千句萬句一時透,2,一時半晌,0,0,2,7,0,0
千句萬句一時透,3,一時半會,0,0,2,7,0,0
千句萬句一時透,4,欲窮千里目 更上一層樓,0,0,2,11,0,0
千句萬句一時透,7,千載一時,0,0,3,6,0,0
千句萬句一時透,8,千載一時，一時千載,0,0,3,8,0,0
千句萬句一時透,9,千辛萬苦,0,0,2,5,0,0
千句萬句一時透,10,养兵千日，用在一朝,0,0,2,9,0,0
達磨慈悲忒殺,2,阿毗達磨,0,0,2,6,0,0
達磨慈悲忒殺,3,假慈悲,0,0,2,6,0,0
達磨慈悲忒殺,4,大地何许热 慈悲自清凉,0,0,2,11,0,0
達磨慈悲忒殺,5,菩提達磨多羅,0,0,2,6,0,0
達磨慈悲忒殺,6,慈悲愛心人宣誓典禮,0,0,2,9,0,0
一箭尋常落一鵰,1,一反往常,0,0,2,5,0,0
一箭尋常落一鵰,2,中箭落马,0,0,2,6,0,0
一箭尋常落一鵰,4,一字不落,0,0,2,6,0,0
一箭尋常落一鵰,5,一箭二雕,0,0,2,5,0,1
一箭尋常落一鵰,9,一如往常,0,0,2,5,0,0
一箭尋常落一鵰,10,異乎尋常,0,0,2,5,0,0
直過少林,1,独木不成林,0,0,1,5,0,0
直過少林,2,黑白林鵖,0,0,1,4,0,0
直過少林,3,過眼雲煙,0,0,1,4,0,0
直過少林,4,少林派,0,0,2,4,0,0
直過少林,5,少尉,0,0,1,4,0,0
直過少林,6,宝林寺,0,0,1,4,0,0
直過少林,7,反杜林論,0,0,1,4,0,0
直過少林,8,直馏,0,0,1,3,0,0
直過少林,9,直至,0,0,1,3,0,0
直過少林,10,華林,0,0,1,4,0,0
且得沒交涉,1,优游自得,0,0,1,5,0,0
且得沒交涉,2,逍遙自得,0,0,1,5,0,0
且得沒交涉,3,沒收,0,0,1,5,0,0
且得沒交涉,4,四不可得經,0,0,1,5,0,0
且得沒交涉,5,得便宜賣乖,0,0,1,5,0,0
且得沒交涉,6,信得过,0,0,1,4,0,0
且得沒交涉,7,得饶人处且饶人,0,0,2,7,0,0
且得沒交涉,8,合得來,0,0,1,4,0,0
且得沒交涉,9,交拜,0,0,1,5,0,0
且得沒交涉,10,转交,0,0,1,5,0,0
帝悔遂遣使去取,2,愛得死去活來,0,0,1,7,0,0
帝悔遂遣使去取,3,先遣隊,0,0,1,7,0,0
帝悔遂遣使去取,4,天高皇帝远,0,0,1,7,0,0
帝悔遂遣使去取,5,眉來眼去,0,0,1,7,0,0
帝悔遂遣使去取,6,晉元帝,0,0,1,7,0,0
帝悔遂遣使去取,7,閻羅王五天使者經,0,0,1,8,0,0
帝悔遂遣使去取,8,能立不遣,0,0,1,6,0,0
帝悔遂遣使去取,9,宋文帝,0,0,1,7,0,0
帝悔遂遣使去取,10,见取,0,0,1,7,0,0
