Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
晴朗的天氣,4,臭氣熏天,0,0,2,4,0,0
晴朗的天氣,5,夫風者，天地之氣,0,0,2,8,0,0
晴朗的天氣,6,无小天,0,0,1,5,0,0
晴朗的天氣,7,晴天霹靂,0,0,2,4,0,0
晴朗的天氣,8,雨过天晴,0,0,2,5,0,0
晴朗的天氣,9,融雪天氣,0,0,2,5,0,0
晴朗的天氣,10,天主的羔羊,0,0,2,4,0,0
則無法前行,1,無行,0,0,2,5,0,0
則無法前行,2,佛說觀普賢菩薩行法經,0,0,2,10,0,0
則無法前行,3,諸法無生體性,0,0,2,6,0,0
則無法前行,4,圮地則行,0,0,2,5,0,0
則無法前行,5,無法形容,0,0,2,5,0,0
則無法前行,6,別無他法,0,0,2,4,0,0
則無法前行,7,一往無前,0,0,2,4,0,0
則無法前行,8,盤山三界無法,0,0,2,6,0,0
則無法前行,9,無人飛行器,0,0,2,5,0,0
則無法前行,10,头陀十二法行,0,0,2,6,0,0
比喻若言而無信,1,概而言之,0,0,2,7,0,0
比喻若言而無信,2,無疾而終,0,0,2,7,0,0
比喻若言而無信,3,無比法,0,0,2,7,0,0
比喻若言而無信,4,天涯若比鄰,0,0,2,6,0,0
比喻若言而無信,5,言者無罪，聞者足戒,0,0,2,9,0,0
比喻若言而無信,6,言而不信,0,0,3,7,0,0
比喻若言而無信,7,人而無信，不知其可,0,0,3,9,0,0
比喻若言而無信,8,比較而言,0,0,3,5,0,0
比喻若言而無信,9,力大無比,0,0,2,7,0,0
比喻若言而無信,10,無言以對,0,0,2,7,0,0
小車無軏,1,小樣,0,0,1,3,0,0
小車無軏,2,不無小補,0,0,2,4,0,0
小車無軏,3,無窮小,0,0,2,4,0,0
小車無軏,4,車陣,0,0,1,4,0,0
小車無軏,5,偏三輪摩托車,0,0,1,6,0,0
小車無軏,6,小型車,0,0,2,3,0,0
小車無軏,7,小叔,0,0,1,3,0,0
小車無軏,8,小龍,0,0,1,3,0,0
小車無軏,9,車當當,0,0,1,4,0,0
小車無軏,10,無名小卒,0,0,2,4,0,0
其何以行之哉,1,何足道哉,0,0,2,6,0,0
其何以行之哉,2,听其言而观其行,0,0,2,7,0,0
其何以行之哉,3,行之有效,0,0,2,6,0,0
其何以行之哉,4,千里之行，始于足下,0,0,2,8,0,0
其何以行之哉,5,聽其言觀其行,0,0,2,6,0,0
其何以行之哉,6,付之行動,0,0,2,6,0,0
其何以行之哉,7,之所以,0,0,2,5,0,0
其何以行之哉,8,何以見得,0,0,2,6,0,0
其何以行之哉,9,没有规矩，何以成方圆,0,0,2,10,0,0
其何以行之哉,10,幼吾幼以及人之幼,0,0,2,8,0,0
十世可知,1,聞一知十,0,0,2,4,0,0
十世可知,2,会面安可知,0,0,2,5,0,0
十世可知,3,世界知识产权组织,0,0,2,8,0,0
十世可知,4,尚可,0,0,1,4,0,0
十世可知,5,不可知主義,0,0,2,5,0,0
十世可知,6,人而無信，不知其可,0,0,2,9,0,0
十世可知,7,二十世紀,0,0,2,4,0,0
十世可知,8,五十而知天命,0,0,2,5,0,0
十世可知,9,盡十方世界,0,0,2,5,0,0
十世可知,10,知世間,0,0,2,3,0,0
殷因於夏禮,1,以至於,0,0,1,4,0,0
殷因於夏禮,2,植根於,0,0,1,4,0,0
殷因於夏禮,3,因缘,0,0,1,5,0,0
殷因於夏禮,4,禮防,0,0,1,5,0,0
殷因於夏禮,5,冬病夏治,0,0,1,5,0,0
殷因於夏禮,6,近因,0,0,1,4,0,0
殷因於夏禮,7,忠於,0,0,1,5,0,0
殷因於夏禮,8,緬因,0,0,1,4,0,0
殷因於夏禮,9,積於忽微,0,0,1,5,0,0
殷因於夏禮,10,汽車夏利股份有限公司,0,0,1,10,0,0
所損益,1,滿招損，謙受益,0,0,2,7,0,0
所損益,2,廁所,0,0,1,3,0,0
所損益,3,北京產權交易所,0,0,1,7,0,0
所損益,4,上海证券交易所,0,0,1,7,0,0
所損益,5,止損點,0,0,1,2,0,0
所損益,6,心所法,0,0,1,3,0,0
所損益,7,等目菩薩所問三昧經,0,0,1,9,0,0
所損益,8,所以,0,0,1,2,0,0
所損益,9,所向披靡,0,0,1,3,0,0
所損益,10,益鸟,0,0,1,3,0,0
周因於殷禮,1,现金周转,0,0,1,5,0,0
周因於殷禮,2,不絕於耳,0,0,1,4,0,0
周因於殷禮,3,周恩来,0,0,1,4,0,0
周因於殷禮,4,居住於,0,0,1,4,0,0
周因於殷禮,5,崇禮縣,0,0,1,5,0,0
周因於殷禮,6,因材施教,0,0,1,5,0,0
周因於殷禮,7,有法差别相违因,0,0,1,7,0,0
周因於殷禮,8,禮儀,0,0,1,5,0,0
周因於殷禮,9,冠禮,0,0,1,5,0,0
周因於殷禮,10,因循守舊,0,0,1,5,0,0
其或繼周,1,費周折,0,0,1,4,0,0
其或繼周,2,繼女,0,0,1,4,0,0
其或繼周,3,听其言而观其行,0,0,1,7,0,0
其或繼周,4,佈囊其口,0,0,1,4,0,0
其或繼周,5,出繼,0,0,1,4,0,0
其或繼周,6,其政德,0,0,1,3,0,0
其或繼周,7,適得其反,0,0,1,4,0,0
其或繼周,8,馬其頓,0,0,1,4,0,0
其或繼周,9,繼電器,0,0,1,4,0,0
其或繼周,10,周恩来,0,0,1,4,0,0
百世可知,1,知正觉世间,0,0,2,5,0,0
百世可知,2,旷世,0,0,1,3,0,0
百世可知,3,百事可乐,0,0,2,2,0,0
百世可知,4,知世間,0,0,2,3,0,0
百世可知,5,會面安可知,0,0,2,5,0,0
百世可知,6,留芳百世,0,0,2,4,0,0
百世可知,7,知己知彼，百战不殆,0,0,2,9,0,0
百世可知,8,家醜不可外傳,0,0,1,6,0,0
百世可知,9,百貨商店,0,0,1,3,0,0
百世可知,10,聖知,0,0,1,4,0,0
非其鬼而祭之,1,來而不往非禮也,0,0,2,7,0,0
非其鬼而祭之,2,放之四海而皆準,0,0,2,7,0,0
非其鬼而祭之,3,随之而后,0,0,2,6,0,0
非其鬼而祭之,4,不得其門而入,0,0,2,6,0,0
非其鬼而祭之,5,是非之地,0,0,2,6,0,0
非其鬼而祭之,6,人之將死，其言也善,0,0,2,9,0,0
非其鬼而祭之,7,总而言之,0,0,2,6,0,0
非其鬼而祭之,8,广而告之广告公司,0,0,2,8,0,0
非其鬼而祭之,9,隨之而後,0,0,2,6,0,0
非其鬼而祭之,10,廣而告之廣告公司,0,0,2,8,0,0
祭祀孔子的舞樂,1,孔叢子,0,0,2,7,0,0
祭祀孔子的舞樂,2,孔子学院,0,0,2,7,0,0
祭祀孔子的舞樂,3,孔子學院,0,0,2,7,0,0
祭祀孔子的舞樂,4,孔子庙,0,0,2,7,0,0
祭祀孔子的舞樂,5,孔子家語,0,0,2,7,0,0
祭祀孔子的舞樂,6,煮熟的鸭子飞了,0,0,2,7,0,0
祭祀孔子的舞樂,7,中國孔子基金會,0,0,2,5,0,0
祭祀孔子的舞樂,8,孔子家语,0,0,2,7,0,0
祭祀孔子的舞樂,9,煮熟的鴨子飛了,0,0,2,7,0,0
祭祀孔子的舞樂,10,柿子挑軟的捏,0,0,2,6,0,0
令其,1,马来西亚令吉,0,0,1,6,0,0
令其,2,法令纹,0,0,1,3,0,0
令其,3,不安其室,0,0,1,4,0,0
令其,4,令人叹,0,0,1,2,0,0
令其,5,密令,0,0,1,2,0,0
令其,6,陆陇其,0,0,1,3,0,0
令其,7,哲人其萎,0,0,1,4,0,0
令其,8,发号施令,0,0,1,4,0,0
令其,9,親臨其境,0,0,1,4,0,0
令其,10,禁酒令,0,0,1,3,0,0
隨心思想,1,封建思想,0,0,2,2,0,0
隨心思想,2,思想顽钝,0,0,2,4,0,0
隨心思想,3,思想斗争,0,0,2,4,0,0
隨心思想,4,思想三律,0,0,2,4,0,0
隨心思想,5,思想库,0,0,2,4,0,0
隨心思想,6,千思万想,0,0,2,3,0,0
隨心思想,7,隨心所欲,0,0,2,2,0,0
隨心思想,8,心想事成,0,0,2,4,0,0
隨心思想,9,窮思苦想,0,0,2,3,0,0
隨心思想,10,千思萬想,0,0,2,3,0,0
為萬物之本,1,好自為之,0,0,2,4,0,0
為萬物之本,2,郎之萬,0,0,2,5,0,0
為萬物之本,3,萬物母,0,0,2,5,0,0
為萬物之本,4,萬物變化,0,0,2,5,0,0
為萬物之本,5,言之無物,0,0,2,5,0,0
為萬物之本,6,錢是萬惡之源,0,0,2,6,0,0
為萬物之本,7,稱之為,0,0,2,5,0,0
為萬物之本,8,牧师之职,0,0,1,5,0,0
為萬物之本,9,貪天之功,0,0,1,5,0,0
為萬物之本,10,物以稀為貴,0,0,2,5,0,0
天地之前,1,震天动地,0,0,2,4,0,0
天地之前,2,取天地多,0,0,2,4,0,0
天地之前,3,撼天动地,0,0,2,4,0,0
天地之前,4,天神地只,0,0,2,3,0,0
天地之前,5,天伦之乐,0,0,2,2,0,0
天地之前,6,谈天说地,0,0,2,4,0,0
天地之前,7,八十天环游地球,0,0,2,7,0,0
天地之前,8,人不为己，天诛地灭,0,0,2,9,0,0
天地之前,9,堅牢地天,0,0,2,4,0,0
天地之前,10,義理之天,0,0,2,3,0,0
不得與天元,1,不得其门而入,0,0,2,4,0,0
不得與天元,2,天元區,0,0,2,5,0,0
不得與天元,3,不可得,0,0,2,4,0,0
不得與天元,4,不计得失,0,0,2,4,0,0
不得與天元,5,半開央不圓唇元音,0,0,2,8,0,0
不得與天元,6,顾不得,0,0,2,5,0,0
不得與天元,7,求之不得,0,0,2,5,0,0
不得與天元,8,五不还天,0,0,2,4,0,0
不得與天元,9,天下沒有不散的筵席,0,0,2,9,0,0
不得與天元,10,與元九書,0,0,2,5,0,0
本天元命,1,无小天,0,0,1,4,0,0
本天元命,2,虧本出售,0,0,1,4,0,0
本天元命,3,本命年,0,0,2,3,0,0
本天元命,4,樂天知命,0,0,2,2,0,0
本天元命,5,元本,0,0,2,4,0,0
本天元命,6,用命天皇,0,0,2,4,0,0
本天元命,7,陨命,0,0,1,4,0,0
本天元命,8,日本鶺鴒,0,0,1,4,0,0
本天元命,9,福州開元寺本,0,0,2,6,0,0
本天元命,10,乐天知命,0,0,2,2,0,0
共違其所為,1,不為所動,0,0,2,5,0,0
共違其所為,2,马其顿共和国,0,0,2,6,0,0
共違其所為,3,勉為其難,0,0,2,4,0,0
共違其所為,4,知其不可而為之,0,0,2,7,0,0
共違其所為,5,不敢違其政,0,0,2,5,0,0
共違其所為,6,去其所與異,0,0,2,5,0,0
共違其所為,7,从其所与同,0,0,2,5,0,0
共違其所為,8,用得其所,0,0,2,3,0,0
共違其所為,9,技术所限,0,0,1,5,0,0
共違其所為,10,寡人所与庶人共者,0,0,2,8,0,0
承天地之所為,1,夫风者，天地之气,0,0,3,8,0,0
承天地之所為,2,所在地,0,0,2,5,0,0
承天地之所為,3,天搖地轉,0,0,2,5,0,0
承天地之所為,4,無所不為,0,0,2,6,0,0
承天地之所為,5,英雄無用武之地,0,0,2,7,0,0
承天地之所為,6,義理之天,0,0,2,6,0,0
承天地之所為,7,天之制,0,0,2,6,0,0
承天地之所為,8,歡天喜地,0,0,2,5,0,0
承天地之所為,9,上天无路，入地无门,0,0,2,8,0,0
承天地之所為,10,萬維天羅地網,0,0,2,6,0,0
鳥獸之類,1,鳥獸希革,0,0,2,2,0,0
鳥獸之類,2,草木鳥獸,0,0,2,4,0,0
鳥獸之類,3,告之,0,0,1,4,0,0
鳥獸之類,4,越鳥巢南枝,0,0,1,5,0,0
鳥獸之類,5,鳥類,0,0,2,3,0,0
鳥獸之類,6,頭索類,0,0,1,4,0,0
鳥獸之類,7,鷲鳥,0,0,1,4,0,0
鳥獸之類,8,世祿之家,0,0,1,3,0,0
鳥獸之類,9,獸病理學,0,0,1,4,0,0
鳥獸之類,10,如鳥獸散,0,0,2,4,0,0
非聖人所欲說,1,为所欲为,0,0,2,6,0,0
非聖人所欲說,2,人非人,0,0,2,5,0,0
非聖人所欲說,3,非党人士,0,0,2,4,0,0
非聖人所欲說,4,答非所問,0,0,2,6,0,0
非聖人所欲說,5,隨心所欲,0,0,2,6,0,0
非聖人所欲說,6,非洲裔美國人,0,0,2,5,0,0
非聖人所欲說,7,非黨人士,0,0,2,4,0,0
非聖人所欲說,8,說欲,0,0,2,6,0,0
非聖人所欲說,9,強人所難,0,0,2,6,0,0
非聖人所欲說,10,畅所欲言,0,0,2,6,0,0
仁義而理,1,新古典主義,0,0,1,5,0,0
仁義而理,2,坐而论道,0,0,1,4,0,0
仁義而理,3,概而言之,0,0,1,4,0,0
仁義而理,4,理工大学,0,0,1,4,0,0
仁義而理,5,仁義道德,0,0,2,2,0,0
仁義而理,6,仁人義士,0,0,2,3,0,0
仁義而理,7,理想主義,0,0,2,4,0,0
仁義而理,8,畜仁義,0,0,2,4,0,0
仁義而理,9,置之死地而后生,0,0,1,7,0,0
仁義而理,10,贫而无谄,0,0,1,4,0,0
貫所附,1,無所不為,0,0,1,3,0,0
貫所附,2,附言,0,0,1,3,0,0
貫所附,3,所见,0,0,1,3,0,0
貫所附,4,強人所難,0,0,1,4,0,0
貫所附,5,滿貫,0,0,1,3,0,0
貫所附,6,各盡所能,0,0,1,4,0,0
貫所附,7,疏附縣,0,0,1,3,0,0
貫所附,8,成所作智,0,0,1,3,0,0
貫所附,9,阿附,0,0,1,3,0,0
貫所附,10,全资附属公司,0,0,1,5,0,0
明其義之所審,1,需要是发明之母,0,0,2,7,0,0
明其義之所審,2,需要是發明之母,0,0,2,7,0,0
明其義之所審,3,適得其所,0,0,2,6,0,0
明其義之所審,4,各得其所,0,0,2,6,0,0
明其義之所審,5,后见之明,0,0,2,6,0,0
明其義之所審,6,适得其所,0,0,2,6,0,0
明其義之所審,7,無所不用其極,0,0,2,6,0,0
明其義之所審,8,所到之处,0,0,2,6,0,0
明其義之所審,9,知人之明,0,0,2,6,0,0
明其義之所審,10,知其不可而为之,0,0,2,6,0,0
勿使嫌疑,1,毫無疑義,0,0,1,4,0,0
勿使嫌疑,2,使领馆,0,0,1,4,0,0
勿使嫌疑,3,主嫌,0,0,1,4,0,0
勿使嫌疑,4,疑義,0,0,1,4,0,0
勿使嫌疑,5,嫌疑人,0,0,2,4,0,0
勿使嫌疑,6,使然,0,0,1,4,0,0
勿使嫌疑,7,使领官员,0,0,1,4,0,0
勿使嫌疑,8,運使,0,0,1,3,0,0
勿使嫌疑,9,將信將疑,0,0,1,3,0,0
勿使嫌疑,10,嫌怨,0,0,1,4,0,0
是乃聖人所貴而已,1,不是一家人不進一家門,0,0,2,10,0,0
是乃聖人所貴而已,2,已作故人,0,0,2,7,0,0
是乃聖人所貴而已,3,音聖人,0,0,2,8,0,0
是乃聖人所貴而已,4,道所存者，乃师所存者,0,0,2,10,0,0
是乃聖人所貴而已,5,聖人過善,0,0,2,8,0,0
是乃聖人所貴而已,6,做自己的貴人,0,0,2,8,0,0
是乃聖人所貴而已,7,人所共知,0,0,2,8,0,0
是乃聖人所貴而已,8,己所不欲勿施于人,0,0,2,8,0,0
是乃聖人所貴而已,9,貴陽而賤陰,0,0,2,8,0,0
是乃聖人所貴而已,10,不得已而为之,0,0,2,8,0,0
聖人思慮,1,思君令人老,0,0,2,5,0,0
聖人思慮,2,发人深思,0,0,2,3,0,0
聖人思慮,3,人無遠慮，必有近憂,0,0,2,8,0,0
聖人思慮,4,思勝夫人,0,0,2,4,0,0
聖人思慮,5,人腦,0,0,1,4,0,0
聖人思慮,6,维权人士,0,0,1,4,0,0
聖人思慮,7,愚人節,0,0,1,3,0,0
聖人思慮,8,聖餐禮,0,0,1,3,0,0
聖人思慮,9,劳务人员,0,0,1,4,0,0
聖人思慮,10,称人意,0,0,1,3,0,0
不厭晝日,1,不厭求詳,0,0,2,2,0,0
不厭晝日,2,不见天日,0,0,2,2,0,0
不厭晝日,3,不受约束,0,0,1,3,0,0
不厭晝日,4,怏怏不乐,0,0,1,4,0,0
不厭晝日,5,不摸头,0,0,1,3,0,0
不厭晝日,6,戰勝不忒,0,0,1,4,0,0
不厭晝日,7,兵不厭詐,0,0,2,4,0,0
不厭晝日,8,一日不见，如隔三秋,0,0,2,9,0,0
不厭晝日,9,糟糠不厭,0,0,2,4,0,0
不厭晝日,10,兵不厭權,0,0,2,4,0,0
萬物察者仁義,1,恐怖主義者,0,0,2,6,0,0
萬物察者仁義,2,王者行仁政,0,0,2,6,0,0
萬物察者仁義,3,畜仁義,0,0,2,6,0,0
萬物察者仁義,4,辯證唯物主義,0,0,2,5,0,0
萬物察者仁義,5,分離主義,0,0,1,6,0,0
萬物察者仁義,6,仁民爱物,0,0,2,6,0,0
萬物察者仁義,7,歷史唯物主義,0,0,2,5,0,0
萬物察者仁義,8,煦仁孑義,0,0,2,6,0,0
萬物察者仁義,9,仁者,0,0,2,6,0,0
萬物察者仁義,10,节支动物,0,0,1,6,0,0
可無慎邪,1,無可匹敵,0,0,2,4,0,0
可無慎邪,2,無路可走,0,0,2,4,0,0
可無慎邪,3,無路可逃,0,0,2,4,0,0
可無慎邪,4,無可挽回,0,0,2,4,0,0
可無慎邪,5,無可置疑,0,0,2,4,0,0
可無慎邪,6,無處可尋,0,0,2,4,0,0
可無慎邪,7,無可,0,0,2,4,0,0
可無慎邪,8,工作許可,0,0,1,4,0,0
可無慎邪,9,情不可卻,0,0,1,4,0,0
可無慎邪,10,可选,0,0,1,3,0,0
夫義出於經,1,阿彌陀經義疏,0,0,2,6,0,0
夫義出於經,2,一切經音義,0,0,2,5,0,0
夫義出於經,3,溫室經義記,0,0,2,5,0,0
夫義出於經,4,妙法蓮華經玄義,0,0,2,6,0,0
夫義出於經,5,首楞嚴義疏注經,0,0,2,7,0,0
夫義出於經,6,出生無邊門陀羅尼經,0,0,2,9,0,0
夫義出於經,7,無量義經,0,0,2,5,0,0
夫義出於經,8,觀無量壽經義疏,0,0,2,6,0,0
夫義出於經,9,出生菩提心經,0,0,2,6,0,0
夫義出於經,10,異出菩薩本起經,0,0,2,7,0,0
棄營勞心,1,肺心病,0,0,1,4,0,0
棄營勞心,2,菩提心义,0,0,1,4,0,0
棄營勞心,3,會心,0,0,1,4,0,0
棄營勞心,4,出心,0,0,1,4,0,0
棄營勞心,5,不时不移动心解脱,0,0,1,8,0,0
棄營勞心,6,營私,0,0,1,4,0,0
棄營勞心,7,畅货中心,0,0,1,3,0,0
棄營勞心,8,勞績,0,0,1,4,0,0
棄營勞心,9,外心,0,0,1,4,0,0
棄營勞心,10,吐棄,0,0,1,4,0,0
頭白齒落,1,白頭鷹,0,0,2,4,0,0
頭白齒落,2,白煤,0,0,1,4,0,0
頭白齒落,3,白頭到老,0,0,2,4,0,0
頭白齒落,4,白頭硬尾鴨,0,0,2,5,0,0
頭白齒落,5,白頭鶴,0,0,2,4,0,0
頭白齒落,6,落單,0,0,1,4,0,0
頭白齒落,7,白眼河燕,0,0,1,4,0,0
頭白齒落,8,白花花,0,0,1,4,0,0
頭白齒落,9,白頭吟,0,0,2,4,0,0
頭白齒落,10,白頭鶪鶥,0,0,2,4,0,0
人始生有大命,1,大有人在,0,0,3,6,0,0
人始生有大命,2,大有作為,0,0,2,6,0,0
人始生有大命,3,人有失手，马有失蹄,0,0,2,8,0,0
人始生有大命,4,人生朝露,0,0,2,5,0,0
人始生有大命,5,无中生有,0,0,2,4,0,0
人始生有大命,6,大有可為,0,0,2,6,0,0
人始生有大命,7,生财有道,0,0,2,6,0,0
人始生有大命,8,无生命,0,0,2,6,0,0
人始生有大命,9,生命不息，战斗不止,0,0,2,9,0,0
人始生有大命,10,人生如梦,0,0,2,5,0,0
絕屬之符,1,根絕,0,0,1,4,0,0
絕屬之符,2,一念之差,0,0,1,3,0,0
絕屬之符,3,附加符号,0,0,1,4,0,0
絕屬之符,4,援助之手,0,0,1,3,0,0
絕屬之符,5,石竹屬,0,0,1,4,0,0
絕屬之符,6,佛十八不絕之法,0,0,2,7,0,0
絕屬之符,7,蘇聯之友社,0,0,1,4,0,0
絕屬之符,8,鼎足之势,0,0,1,3,0,0
絕屬之符,9,絕技,0,0,1,3,0,0
絕屬之符,10,權宜之策,0,0,1,3,0,0
撮以為一,1,以防万一,0,0,2,3,0,0
撮以為一,2,不以為意,0,0,2,2,0,0
撮以為一,3,以患為利,0,0,2,3,0,0
撮以為一,4,引以為傲,0,0,2,2,0,0
撮以為一,5,融合為一,0,0,2,2,0,0
撮以為一,6,一言為重,0,0,2,3,0,0
撮以為一,7,以迂為直,0,0,2,3,0,0
撮以為一,8,物以稀為貴,0,0,2,4,0,0
撮以為一,9,一則以喜，一則以憂,0,0,2,9,0,0
撮以為一,10,一言為定,0,0,2,3,0,0
進義誅惡,1,惡意,0,0,1,4,0,0
進義誅惡,2,進行性交,0,0,1,3,0,0
進義誅惡,3,進趨,0,0,1,3,0,0
進義誅惡,4,象徵主義,0,0,1,4,0,0
進義誅惡,5,潛在語義索引,0,0,1,6,0,0
進義誅惡,6,實證主義,0,0,1,4,0,0
進義誅惡,7,進步號,0,0,1,3,0,0
進義誅惡,8,險惡,0,0,1,4,0,0
進義誅惡,9,空想社會主義,0,0,1,6,0,0
進義誅惡,10,五經正義,0,0,1,4,0,0
此與湯武同而有異,1,有所不同,0,0,2,8,0,0
此與湯武同而有異,2,有百利而无一弊,0,0,2,8,0,0
此與湯武同而有異,3,有同情心,0,0,2,8,0,0
此與湯武同而有異,4,異曲同工,0,0,2,8,0,0
此與湯武同而有異,5,異途同歸,0,0,2,8,0,0
此與湯武同而有異,6,言而有信,0,0,2,8,0,0
此與湯武同而有異,7,從其所與同,0,0,2,7,0,0
此與湯武同而有異,8,同素異形體,0,0,2,8,0,0
此與湯武同而有異,9,心有余而力不足,0,0,2,8,0,0
此與湯武同而有異,10,有女同车,0,0,2,8,0,0
湯武用之,1,杀鸡焉用牛刀,0,0,1,6,0,0
湯武用之,2,之一,0,0,1,4,0,0
湯武用之,3,礼之用，和为贵,0,0,2,6,0,0
湯武用之,4,玄武門之變,0,0,2,3,0,0
湯武用之,5,取之不尽，用之不竭,0,0,2,9,0,0
湯武用之,6,魚米之鄉,0,0,1,4,0,0
湯武用之,7,初生之犢不畏虎,0,0,1,7,0,0
湯武用之,8,用武之地,0,0,3,3,0,0
湯武用之,9,无用之树,0,0,2,4,0,0
湯武用之,10,飲用,0,0,1,4,0,0
差貴賤,1,貴古賤今,0,0,2,3,0,0
差貴賤,2,轉差率,0,0,1,3,0,0
差貴賤,3,貴州日報,0,0,1,4,0,0
差貴賤,4,高抬貴手,0,0,1,4,0,0
差貴賤,5,匯差,0,0,1,3,0,0
差貴賤,6,洛陽紙貴,0,0,1,4,0,0
差貴賤,7,自輕自賤,0,0,1,4,0,0
差貴賤,8,差評,0,0,1,2,0,0
差貴賤,9,親疏貴賤,0,0,2,4,0,0
差貴賤,10,倒時差,0,0,1,3,0,0
貴賤高下,1,高级专员,0,0,1,4,0,0
貴賤高下,2,雲貴高原,0,0,2,3,0,0
貴賤高下,3,高足,0,0,1,4,0,0
貴賤高下,4,颔下腺,0,0,1,4,0,0
貴賤高下,5,高果糖玉米糖浆,0,0,1,7,0,0
貴賤高下,6,貴古賤今,0,0,2,3,0,0
貴賤高下,7,最高工资限额,0,0,1,6,0,0
貴賤高下,8,創下高票房,0,0,2,4,0,0
貴賤高下,9,居高不下,0,0,2,3,0,0
貴賤高下,10,下片,0,0,1,4,0,0
設官府爵祿,1,早期官话,0,0,1,5,0,0
設官府爵祿,2,武官,0,0,1,4,0,0
設官府爵祿,3,清邁府,0,0,1,4,0,0
設官府爵祿,4,計算機輔助設計,0,0,1,7,0,0
設官府爵祿,5,設計,0,0,1,4,0,0
設官府爵祿,6,鸡毛官,0,0,1,5,0,0
設官府爵祿,7,行政长官,0,0,1,5,0,0
設官府爵祿,8,執行指揮官,0,0,1,5,0,0
設官府爵祿,9,官职,0,0,1,5,0,0
設官府爵祿,10,保民官,0,0,1,5,0,0
利五味,1,利息率,0,0,1,2,0,0
利五味,2,入味,0,0,1,3,0,0
利五味,3,非營利組織,0,0,1,5,0,0
利五味,4,威利斯,0,0,1,3,0,0
利五味,5,利通区,0,0,1,2,0,0
利五味,6,五味杂陈,0,0,2,4,0,0
利五味,7,五音,0,0,1,3,0,0
利五味,8,便利貼,0,0,1,3,0,0
利五味,9,贝利卡登,0,0,1,4,0,0
利五味,10,五味俱全,0,0,2,4,0,0
盛五色,1,五色列次,0,0,2,4,0,0
盛五色,2,五盛陰,0,0,2,3,0,0
盛五色,3,五光十色,0,0,2,4,0,0
盛五色,4,五陰熾盛苦,0,0,2,5,0,0
盛五色,5,三番五次,0,0,1,4,0,0
盛五色,6,胆色素,0,0,1,3,0,0
盛五色,7,正颜厉色,0,0,1,4,0,0
盛五色,8,目迷五色,0,0,2,4,0,0
盛五色,9,變色,0,0,1,3,0,0
盛五色,10,五笔,0,0,1,3,0,0
調五聲,1,五蕴魔,0,0,1,3,0,0
調五聲,2,五結鄉,0,0,1,3,0,0
調五聲,3,五方便念佛门,0,0,1,6,0,0
調五聲,4,五彩,0,0,1,3,0,0
調五聲,5,五味雜陳,0,0,1,4,0,0
調五聲,6,一九五六年,0,0,1,5,0,0
調五聲,7,怪腔怪調,0,0,1,4,0,0
調五聲,8,五打一,0,0,1,3,0,0
調五聲,9,五倍子树,0,0,1,4,0,0
調五聲,10,五聲音階,0,0,2,4,0,0
以誘其耳目,1,耳聰目明,0,0,2,5,0,0
以誘其耳目,2,耳闻目睹,0,0,2,5,0,0
以誘其耳目,3,拭目以待,0,0,2,5,0,0
以誘其耳目,4,欺以其方,0,0,2,4,0,0
以誘其耳目,5,發明耳目,0,0,2,5,0,0
以誘其耳目,6,耳目一新,0,0,2,5,0,0
以誘其耳目,7,拭目傾耳,0,0,2,4,0,0
以誘其耳目,8,誘引時,0,0,1,5,0,0
以誘其耳目,9,開始以前,0,0,1,5,0,0
以誘其耳目,10,不以規矩，不能成方圓,0,0,1,10,0,0
考績之法,1,佛法与科学之比较研究,0,0,2,10,0,0
考績之法,2,首善之区,0,0,1,3,0,0
考績之法,3,法身,0,0,1,4,0,0
考績之法,4,郎之万,0,0,1,4,0,0
考績之法,5,期中考,0,0,1,4,0,0
考績之法,6,歷代法寶記,0,0,1,5,0,0
考績之法,7,地區法院,0,0,1,4,0,0
考績之法,8,立于不败之地,0,0,1,6,0,0
考績之法,9,宾夕法尼亚大学,0,0,1,7,0,0
考績之法,10,辩证法,0,0,1,4,0,0
日月之明,1,清風明月,0,0,2,4,0,0
日月之明,2,日月晕,0,0,2,2,0,0
日月之明,3,明月,0,0,2,3,0,0
日月之明,4,日月暈,0,0,2,2,0,0
日月之明,5,明主虑之,0,0,2,4,0,0
日月之明,6,日积月累,0,0,2,3,0,0
日月之明,7,日月如梭,0,0,2,2,0,0
日月之明,8,一日之计在于晨,0,0,2,6,0,0
日月之明,9,月明,0,0,2,4,0,0
日月之明,10,日月燈,0,0,2,2,0,0
明並日月,1,三齋月,0,0,1,4,0,0
明並日月,2,超日明三昧经,0,0,2,6,0,0
明並日月,3,月曜日,0,0,2,3,0,0
明並日月,4,日積月累,0,0,2,4,0,0
明並日月,5,白发魔女传之明月天国,0,0,2,10,0,0
明並日月,6,受难日,0,0,1,3,0,0
明並日月,7,月度,0,0,1,4,0,0
明並日月,8,清風明月,0,0,2,3,0,0
明並日月,9,日月五星,0,0,2,4,0,0
明並日月,10,明月,0,0,2,3,0,0
明並日月鵰,1,月日,0,0,2,5,0,0
明並日月鵰,2,明月,0,0,2,4,0,0
明並日月鵰,3,日月燈,0,0,2,5,0,0
明並日月鵰,4,過日,0,0,1,5,0,0
明並日月鵰,5,黑澤明,0,0,1,5,0,0
明並日月鵰,6,日輪,0,0,1,5,0,0
明並日月鵰,7,日月逾迈,0,0,2,5,0,0
